id,target
501,0.4729255137960988
502,0.26951391517655043
503,0.218861508367118
504,0.4934290104352081
505,0.542762299990527
506,0.2266980919300821
507,0.4740844773233931
508,0.26951391517655043
509,0.9523667170245838
510,0.26951391517655043
511,0.26069622197898
512,0.23239376065361855
513,0.4729255137960988
514,0.7644891495745036
515,0.4729255137960988
516,0.5628524248167979
517,0.542762299990527
518,0.531509480658201
519,0.23239376065361855
520,0.26069622197898
521,0.542762299990527
522,0.6183868587924733
523,0.21806776420385968
524,0.22441742590643768
525,0.18139533222483964
526,0.550535559720933
527,0.18622689692209374
528,0.531509480658201
529,0.26069622197898
530,0.26951391517655043
531,0.7888267523690282
532,0.26069622197898
533,0.5516856423889718
534,0.26951391517655043
535,0.21806776420385968
536,0.26951391517655043
537,0.550535559720933
538,0.6183868587924733
539,0.5628524248167979
540,0.4729255137960988
541,0.26069622197898
542,0.22441742590643768
543,0.26951391517655043
544,0.6413924025324197
545,0.23239376065361855
546,0.4729255137960988
547,0.218861508367118
548,0.21806776420385968
549,0.4729255137960988
550,0.2504642364510242
551,0.7039568955075016
552,0.48538112911940123
553,0.26951391517655043
554,0.37751722984362934
555,0.26951391517655043
556,0.2266980919300821
557,0.2266980919300821
558,0.19390957970986705
559,0.6183868587924733
560,0.26069622197898
561,0.4729255137960988
562,0.22441742590643768
563,7.331115330736323e-07
564,0.542762299990527
565,0.6076498085293903
566,0.28938262998927455
567,0.21806776420385968
568,0.21806776420385968
569,0.7039568955075016
570,0.4249840393269545
571,0.4249840393269545
572,0.5671355986043766
573,0.18622689692209374
574,0.26069622197898
575,0.26069622197898
576,0.6413924025324197
577,0.6413924025324197
578,0.26951391517655043
579,0.4729255137960988
580,0.26951391517655043
581,0.26951391517655043
582,0.542762299990527
583,0.26951391517655043
584,0.4249840393269545
585,0.8198928040204717
586,0.6183868587924733
587,0.26069622197898
588,0.542762299990527
589,0.26069622197898
590,0.531509480658201
591,0.5671355986043766
592,0.23239376065361855
593,0.6076498085293903
594,0.7039568955075016
595,0.5100520627699107
596,0.26951391517655043
597,0.48538112911940123
598,0.6413924025324197
599,0.8340112978430149
600,0.26069622197898
601,0.542762299990527
602,0.6076498085293903
603,0.7039568955075016
604,0.4729255137960988
605,0.28938262998927455
606,0.550535559720933
607,0.26951391517655043
608,0.550535559720933
609,0.26951391517655043
610,0.7644891495745036
611,0.9360866412975523
612,0.26069622197898
613,0.4729255137960988
614,0.4249840393269545
615,0.26951391517655043
616,0.28938262998927455
617,0.4249840393269545
618,0.26069622197898
619,0.26951391517655043
620,0.4729255137960988
621,0.2266980919300821
622,0.26951391517655043
623,0.4249840393269545
624,0.26069622197898
625,0.26951391517655043
626,0.4729255137960988
627,0.7039568955075016
628,0.7039568955075016
629,0.26069622197898
630,0.5869697513937928
631,0.003876629119338999
632,0.21806776420385968
633,0.4249840393269545
634,0.5671355986043766
635,0.37751722984362934
636,0.46069628420056224
637,0.21806776420385968
638,0.6183868587924733
639,0.36997911236074915
640,0.542762299990527
641,0.26951391517655043
642,0.23239376065361855
643,0.26951391517655043
644,0.218861508367118
645,0.5516856423889718
646,0.7644891495745036
647,0.5671355986043766
648,5.132670983197141e-07
649,0.6076498085293903
650,0.9502708379779121
651,0.2266980919300821
652,0.6076498085293903
653,0.542762299990527
654,0.26951391517655043
655,0.2504642364510242
656,0.4821205302965718
