id,target
501,0.0020663785
502,0.014419059
503,0.0013727059
504,0.013766182
505,0.00049864233
506,0.0020784421
507,0.0022816923
508,0.014419059
509,0.025861172
510,0.014419059
511,0.01859706
512,0.00069506053
513,0.0020663785
514,0.18115048
515,0.0020663785
516,0.0011688765
517,0.00049864233
518,0.000667931
519,0.00069506053
520,0.01859706
521,0.00049864233
522,0.0023704907
523,0.0021943455
524,0.00031397666
525,0.0021754329
526,0.059798595
527,0.0003027626
528,0.000667931
529,0.01859706
530,0.014419059
531,0.00093934045
532,0.01859706
533,0.0012442904
534,0.014419059
535,0.0021943455
536,0.014419059
537,0.059798595
538,0.0023704907
539,0.0011688765
540,0.0020663785
541,0.01859706
542,0.00031397666
543,0.014419059
544,0.003853866
545,0.00069506053
546,0.0020663785
547,0.0013727059
548,0.0021943455
549,0.0020663785
550,0.0028940137
551,0.067618296
552,0.0022457158
553,0.014419059
554,0.00045643793
555,0.014419059
556,0.0020784421
557,0.0020784421
558,0.002573092
559,0.0023704907
560,0.01859706
561,0.0020663785
562,0.00031397666
563,0.0053720153
564,0.00049864233
565,0.0012867269
566,0.002620445
567,0.0021943455
568,0.0021943455
569,0.067618296
570,0.0005131735
571,0.0005131735
572,0.006123832
573,0.0003027626
574,0.01859706
575,0.01859706
576,0.003853866
577,0.003853866
578,0.014419059
579,0.0020663785
580,0.014419059
581,0.014419059
582,0.00049864233
583,0.014419059
584,0.0005131735
585,0.31401303
586,0.0023704907
587,0.01859706
588,0.00049864233
589,0.01859706
590,0.000667931
591,0.006123832
592,0.00069506053
593,0.0012867269
594,0.067618296
595,0.8102968
596,0.014419059
597,0.0022457158
598,0.003853866
599,0.007963645
600,0.01859706
601,0.00049864233
602,0.0012867269
603,0.067618296
604,0.0020663785
605,0.002620445
606,0.059798595
607,0.014419059
608,0.059798595
609,0.014419059
610,0.18115048
611,0.8171691
612,0.01859706
613,0.0020663785
614,0.0005131735
615,0.014419059
616,0.002620445
617,0.0005131735
618,0.01859706
619,0.014419059
620,0.0020663785
621,0.0020784421
622,0.014419059
623,0.0005131735
624,0.01859706
625,0.014419059
626,0.0020663785
627,0.067618296
628,0.067618296
629,0.01859706
630,0.005684646
631,0.00032264745
632,0.0021943455
633,0.0005131735
634,0.006123832
635,0.00045643793
636,0.055213016
637,0.0021943455
638,0.0023704907
639,0.0009695635
640,0.00049864233
641,0.014419059
642,0.00069506053
643,0.014419059
644,0.0013727059
645,0.0012442904
646,0.18115048
647,0.006123832
648,0.00228255
649,0.0012867269
650,0.011824905
651,0.0020784421
652,0.0012867269
653,0.00049864233
654,0.014419059
655,0.0028940137
656,0.010822256
657,0.0021943455
658,0.0005131735
659,0.014419059
660,0.0011688765
661,0.01859706
662,0.00049864233
663,0.003853866
664,0.000667931
665,0.067618296
666,0.0021943455
667,0.000667931
668,0.0012867269
669,0.00031397666
670,0.01859706
671,0.0012867269
672,0.000437452
673,0.0021943455
674,0.18115048
675,0.0020663785
676,0.014419059
677,0.003853866
678,0.18115048
679,0.00045643793
680,0.18115048
681,0.0006701346
682,0.0013727059
683,0.00069506053
684,0.0023704907
685,0.067618296
686,0.002620445
687,0.014419059
688,0.01859706
689,0.059798595
690,0.0021754329
691,0.01859706
692,0.00049864233
693,0.01859706
694,0.067618296
695,0.00031397666
696,0.02659641
697,0.0012867269
698,0.014419059
699,0.002620445
700,0.00049864233
701,0.014419059
702,0.0028940137
703,0.01859706
704,0.00049864233
705,0.0021943455
706,0.0005131735
707,0.01859706
708,0.003853866
709,0.0003027626
710,0.0029263422
711,0.0023704907
712,0.0023704907
713,0.01859706
714,0.0021943455
715,0.014419059
716,0.067618296
717,0.01859706
718,0.0021943455
719,0.0005131735
720,0.0020784421
721,0.025861172
722,0.059798595
723,0.0023704907
724,0.0021943455
725,0.0017620425
726,0.002620445
727,0.005684646
728,0.00069506053
729,0.0023704907
730,0.01859706
731,0.31401303
732,0.014419059
733,0.7116769
734,0.01859706
735,0.059798595
736,0.014419059
737,0.00069506053
738,0.00049864233
739,0.18115048
740,0.0028940137
741,0.01859706
742,0.0020663785
743,0.0020663785
744,0.003853866
745,0.0041784286
746,0.00049864233
747,0.067618296
748,0.0014712483
749,0.7116769
750,0.18115048
751,0.0021943455
752,0.00049864233
753,0.0020663785
754,0.008039859
755,0.002620445
756,0.0005131735
757,0.0005131735
758,0.003853866
759,0.014419059
760,0.0021943455
761,0.013766182
762,0.003970429
763,0.0022816923
764,0.025861172
765,0.0021943455
766,0.0020663785
767,0.014419059
768,0.0021943455
769,0.02659641
770,0.01859706
771,0.0020663785
772,0.006123832
773,0.00069506053
774,0.014419059
775,0.01859706
776,0.003853866
777,0.002620445
778,0.0005131735
779,0.014419059
780,0.008039859
781,0.0023704907
782,0.059798595
783,0.01859706
784,0.00031397666
785,0.014419059
786,0.002620445
787,0.0021943455
788,0.0021943455
789,0.014419059
790,0.00069506053
791,0.014419059
792,0.002620445
793,0.0021943455
794,0.0022457158
795,0.025861172
796,0.0023704907
797,0.0021943455
798,0.0029263422
799,0.00069506053
800,0.00045643793
801,0.01859706
802,0.002620445
803,0.014419059
804,0.003853866
805,0.0072569493
806,0.0003027626
807,0.059798595
808,0.00049864233
809,0.006123832
810,0.000667931
811,0.0012867269
812,0.011824905
813,0.0021943455
814,0.00032264745
815,0.014419059
816,0.00069506053
817,0.067618296
818,0.059798595
819,0.005684646
820,0.01859706
821,0.014419059
822,0.01859706
823,0.0020663785
824,0.0012867269
825,0.0011688765
826,0.002620445
827,0.0005131735
828,0.0012867269
829,0.014419059
830,0.067618296
831,0.014419059
832,0.067618296
833,0.0005131735
834,0.00049864233
835,0.014419059
836,0.067618296
837,0.059798595
838,0.0607893
839,0.0084614465
840,0.014419059
841,0.0028940137
842,0.00031397666
843,0.00049864233
844,0.014419059
845,0.014419059
846,0.01859706
847,0.00049864233
848,0.042538397
849,0.00037014548
850,0.01859706
851,0.31401303
852,0.00069506053
853,0.0012867269
854,0.00069506053
855,0.067618296
856,0.01859706
857,0.05936455
858,0.0607893
859,0.00069506053
860,0.000437452
861,0.002620445
862,0.003853866
863,0.0021943455
864,0.011675054
865,0.067618296
866,0.014419059
867,0.017564759
868,0.0021943455
869,0.01859706
870,0.059798595
871,0.00049864233
872,0.18115048
873,0.002620445
874,0.0020663785
875,0.0607893
876,0.01859706
877,0.014419059
878,0.0021943455
879,0.000667931
880,0.014419059
881,0.18115048
882,0.01859706
883,0.002620445
884,0.0009695635
885,0.002620445
886,0.18115048
