id,target
501,0.0
502,0.42982456140350733
503,0.0
504,0.0
505,0.0
506,0.0
507,0.0
508,0.42982456140350733
509,0.0
510,0.42982456140350733
511,0.5268817204301105
512,0.0
513,0.0
514,0.924528301886786
515,0.0
516,0.0
517,0.0
518,0.0
519,0.0
520,0.5268817204301105
521,0.0
522,0.0
523,0.0
524,0.0
525,0.0
526,0.7777777777777729
527,0.0
528,0.0
529,0.5268817204301105
530,0.42982456140350733
531,0.161421568627451
532,0.5268817204301105
533,0.0
534,0.42982456140350733
535,0.0
536,0.42982456140350733
537,0.7777777777777729
538,0.0
539,0.0
540,0.0
541,0.5268817204301105
542,0.0
543,0.42982456140350733
544,0.0
545,0.0
546,0.0
547,0.0
548,0.0
549,0.0
550,0.0
551,0.7903225806451628
552,0.0
553,0.42982456140350733
554,0.0
555,0.42982456140350733
556,0.0
557,0.0
558,0.0
559,0.0
560,0.5268817204301105
561,0.0
562,0.0
563,0.0
564,0.0
565,0.0
566,0.0
567,0.0
568,0.0
569,0.7903225806451628
570,0.0
571,0.0
572,0.0
573,0.0
574,0.5268817204301105
575,0.5268817204301105
576,0.0
577,0.0
578,0.42982456140350733
579,0.0
580,0.42982456140350733
581,0.42982456140350733
582,0.0
583,0.42982456140350733
584,0.0
585,0.9607843137254843
586,0.0
587,0.5268817204301105
588,0.0
589,0.5268817204301105
590,0.0
591,0.0
592,0.0
593,0.0
594,0.7903225806451628
595,1.0
596,0.42982456140350733
597,0.0
598,0.0
599,0.0
600,0.5268817204301105
601,0.0
602,0.0
603,0.7903225806451628
604,0.0
605,0.0
606,0.7777777777777729
607,0.42982456140350733
608,0.7777777777777729
609,0.42982456140350733
610,0.924528301886786
611,1.0
612,0.5268817204301105
613,0.0
614,0.0
615,0.42982456140350733
616,0.0
617,0.0
618,0.5268817204301105
619,0.42982456140350733
620,0.0
621,0.0
622,0.42982456140350733
623,0.0
624,0.5268817204301105
625,0.42982456140350733
626,0.0
627,0.7903225806451628
628,0.7903225806451628
629,0.5268817204301105
630,0.10462264150943397
631,0.0
632,0.0
633,0.0
634,0.0
635,0.0
636,0.0775
637,0.0
638,0.0
639,0.0
640,0.0
641,0.42982456140350733
642,0.0
643,0.42982456140350733
644,0.0
645,0.0
646,0.924528301886786
647,0.0
648,0.01513440860215054
649,0.0
650,0.02601307189542483
651,0.0
652,0.0
653,0.0
654,0.42982456140350733
655,0.0
656,0.0
657,0.0
658,0.0
659,0.42982456140350733
660,0.0
661,0.5268817204301105
662,0.0
663,0.0
664,0.0
665,0.7903225806451628
666,0.0
667,0.0
668,0.0
669,0.0
670,0.5268817204301105
671,0.0
672,0.0
673,0.0
674,0.924528301886786
675,0.0
676,0.42982456140350733
677,0.0
678,0.924528301886786
679,0.0
680,0.924528301886786
681,0.006932654216185632
682,0.0
683,0.0
684,0.0
685,0.7903225806451628
686,0.0
687,0.42982456140350733
688,0.5268817204301105
689,0.7777777777777729
690,0.0
691,0.5268817204301105
692,0.0
693,0.5268817204301105
694,0.7903225806451628
695,0.0
696,0.6669444444444441
697,0.0
698,0.42982456140350733
699,0.0
700,0.0
701,0.42982456140350733
702,0.0
703,0.5268817204301105
704,0.0
705,0.0
706,0.0
707,0.5268817204301105
708,0.0
709,0.0
710,0.0
711,0.0
712,0.0
713,0.5268817204301105
714,0.0
715,0.42982456140350733
716,0.7903225806451628
717,0.5268817204301105
718,0.0
719,0.0
720,0.0
721,0.0
722,0.7777777777777729
723,0.0
724,0.0
725,0.005
726,0.0
727,0.10462264150943397
728,0.0
729,0.0
730,0.5268817204301105
731,0.9607843137254843
732,0.42982456140350733
733,1.0
734,0.5268817204301105
735,0.7777777777777729
736,0.42982456140350733
737,0.0
738,0.0
739,0.924528301886786
740,0.0
741,0.5268817204301105
742,0.0
743,0.0
744,0.0
745,0.0175
746,0.0
747,0.7903225806451628
748,0.0
749,1.0
750,0.924528301886786
751,0.0
752,0.0
753,0.0
754,0.0
755,0.0
756,0.0
757,0.0
758,0.0
759,0.42982456140350733
760,0.0
761,0.0
762,0.0
763,0.0
764,0.0
765,0.0
766,0.0
767,0.42982456140350733
768,0.0
769,0.6669444444444441
770,0.5268817204301105
771,0.0
772,0.0
773,0.0
774,0.42982456140350733
775,0.5268817204301105
776,0.0
777,0.0
778,0.0
779,0.42982456140350733
780,0.0
781,0.0
782,0.7777777777777729
783,0.5268817204301105
784,0.0
785,0.42982456140350733
786,0.0
787,0.0
788,0.0
789,0.42982456140350733
790,0.0
791,0.42982456140350733
792,0.0
793,0.0
794,0.0
795,0.0
796,0.0
797,0.0
798,0.0
799,0.0
800,0.0
801,0.5268817204301105
802,0.0
803,0.42982456140350733
804,0.0
805,0.0
806,0.0
807,0.7777777777777729
808,0.0
809,0.0
810,0.0
811,0.0
812,0.02601307189542483
813,0.0
814,0.0
815,0.42982456140350733
816,0.0
817,0.7903225806451628
818,0.7777777777777729
819,0.10462264150943397
820,0.5268817204301105
821,0.42982456140350733
822,0.5268817204301105
823,0.0
824,0.0
825,0.0
826,0.0
827,0.0
828,0.0
829,0.42982456140350733
830,0.7903225806451628
831,0.42982456140350733
832,0.7903225806451628
833,0.0
834,0.0
835,0.42982456140350733
836,0.7903225806451628
837,0.7777777777777729
838,0.8957662122573943
839,0.0
840,0.42982456140350733
841,0.0
842,0.0
843,0.0
844,0.42982456140350733
845,0.42982456140350733
846,0.5268817204301105
847,0.0
848,0.0
849,0.0013172043010752704
850,0.5268817204301105
851,0.9607843137254843
852,0.0
853,0.0
854,0.0
855,0.7903225806451628
856,0.5268817204301105
857,0.0
858,0.8957662122573943
859,0.0
860,0.0
861,0.0
862,0.0
863,0.0
864,0.09777777777777778
865,0.7903225806451628
866,0.42982456140350733
867,0.15940657334144873
868,0.0
869,0.5268817204301105
870,0.7777777777777729
871,0.0
872,0.924528301886786
873,0.0
874,0.0
875,0.8957662122573943
876,0.5268817204301105
877,0.42982456140350733
878,0.0
879,0.0
880,0.42982456140350733
881,0.924528301886786
882,0.5268817204301105
883,0.0
884,0.0
885,0.0
886,0.924528301886786
887,0.0
888,0.0
889,0.0
890,0.42982456140350733
891,0.012903225806451611
892,0.7777777777777729
893,0.0
894,0.5268817204301105
895,0.0
896,0.5268817204301105
897,0.0
898,0.0
899,0.0
900,0.0
901,0.0
902,0.10462264150943397
903,0.0
904,0.0
905,0.42982456140350733
906,0.0
907,0.0
908,0.0
909,0.7777777777777729
910,0.0
911,0.0
912,0.8957662122573943
913,0.42982456140350733
914,0.0
915,0.0
916,0.0
917,0.0
918,0.5268817204301105
919,0.42982456140350733
920,0.7903225806451628
921,0.0
922,0.0
923,0.42982456140350733
924,0.0
925,0.42982456140350733
926,0.6669444444444441
927,0.5268817204301105
928,0.0
929,0.0
930,0.42982456140350733
931,0.5268817204301105
932,0.0
933,0.0
934,0.0
935,0.0
936,0.0
937,0.0
938,0.5268817204301105
939,0.0
940,0.0
941,0.0
942,0.6367418605812457
943,0.0
944,0.924528301886786
945,0.0
946,0.161421568627451
947,0.0
948,0.0
949,0.6367418605812457
950,0.42982456140350733
951,0.7777777777777729
952,0.0
953,0.0
954,0.0
955,0.0
956,0.0
957,0.924528301886786
958,0.42982456140350733
959,0.0
960,0.006932654216185632
961,0.5268817204301105
962,0.7903225806451628
963,0.0
964,0.0
965,0.0
966,0.0
967,0.0
968,0.0
969,0.0
970,0.5268817204301105
971,0.0
972,0.42982456140350733
973,0.0
974,0.42982456140350733
975,0.0
976,0.0
977,0.5268817204301105
978,0.0
979,0.0
980,0.0
981,0.0
982,0.0
983,0.42982456140350733
984,0.42982456140350733
985,0.0
986,0.0
987,0.0
988,0.924528301886786
989,0.0
990,0.5268817204301105
991,0.0
992,0.0
993,0.5268817204301105
994,0.42982456140350733
995,0.42982456140350733
996,0.5268817204301105
997,0.924528301886786
998,0.0
999,0.5268817204301105
1000,0.0
1001,0.0
1002,0.0
1003,0.0
1004,0.42982456140350733
1005,0.0
1006,0.0
1007,0.5268817204301105
1008,0.0
1009,0.5268817204301105
1010,0.5268817204301105
1011,0.0
1012,0.0
1013,0.0
1014,0.0
1015,0.0
1016,0.0
1017,0.0
1018,0.0
1019,0.0
1020,0.0
1021,0.0
1022,1.0
1023,0.8957662122573943
1024,0.0
1025,0.0
1026,0.5268817204301105
1027,0.5268817204301105
1028,0.0
1029,0.0
1030,0.0024019607843137254
1031,0.0
1032,0.42982456140350733
1033,0.42982456140350733
1034,0.9607843137254843
1035,0.0
1036,0.9607843137254843
1037,0.0
1038,0.0
1039,0.0
1040,0.0
1041,0.0
1042,0.0
1043,0.7903225806451628
1044,0.42982456140350733
1045,0.42982456140350733
1046,0.0
1047,0.5268817204301105
1048,0.42982456140350733
1049,0.0
1050,0.42982456140350733
1051,0.42982456140350733
1052,0.0
1053,0.42982456140350733
1054,0.0
1055,0.0
1056,0.5268817204301105
1057,0.0
1058,0.0
1059,0.0
1060,0.5268817204301105
1061,0.0
1062,0.0
1063,0.0
1064,0.0
1065,0.0
1066,0.0
1067,0.42982456140350733
1068,0.0
1069,0.42982456140350733
1070,0.7777777777777729
1071,0.0
1072,0.0
1073,0.0
1074,0.42982456140350733
1075,0.0
1076,0.6367418605812457
1077,0.42982456140350733
1078,0.0
1079,0.0
1080,0.42982456140350733
1081,0.0
1082,0.004298245614035089
1083,0.0
1084,0.0
1085,0.42982456140350733
1086,0.42982456140350733
1087,0.42982456140350733
1088,0.0
1089,0.0
1090,0.7903225806451628
1091,0.0
1092,0.42982456140350733
1093,0.0
1094,0.0
1095,0.0
1096,0.0
1097,0.0
1098,0.7777777777777729
1099,0.42982456140350733
1100,0.0
1101,1.0
1102,0.924528301886786
1103,0.924528301886786
1104,0.42982456140350733
1105,0.0
1106,0.0
1107,0.0
1108,0.42982456140350733
1109,0.0175
1110,0.0
1111,0.7777777777777729
1112,0.0
1113,0.0
1114,0.0
1115,0.0
1116,0.0
1117,0.0
1118,0.0
1119,0.0
1120,0.0
1121,0.7777777777777729
1122,0.0
1123,0.42982456140350733
1124,0.0
1125,0.0
1126,0.8957662122573943
1127,0.0
1128,0.0
1129,0.0
1130,0.0
1131,0.0
1132,0.0
1133,0.0
1134,0.0
1135,0.0
1136,0.42982456140350733
1137,0.5268817204301105
1138,0.0
1139,0.0
1140,0.0013172043010752704
1141,0.0
1142,1.0
1143,0.5268817204301105
1144,0.0
1145,0.0
1146,0.5268817204301105
1147,0.0
1148,0.0
1149,0.7903225806451628
1150,0.0
1151,0.42982456140350733
1152,0.0
1153,0.42982456140350733
1154,0.7777777777777729
1155,0.0
1156,0.6367418605812457
1157,0.0
1158,0.42982456140350733
1159,0.42982456140350733
1160,0.0
1161,0.0
1162,0.0
1163,0.10462264150943397
1164,0.0021491228070175477
1165,0.0
1166,0.42982456140350733
1167,0.924528301886786
1168,0.42982456140350733
1169,0.8957662122573943
1170,0.0
1171,0.7903225806451628
1172,0.0
1173,0.0
1174,0.0
1175,0.0
1176,1.0
1177,0.0
1178,0.0
1179,0.0
1180,0.0
1181,0.0
1182,0.0
1183,0.924528301886786
1184,0.0
1185,0.0
1186,0.42982456140350733
1187,0.0
1188,0.0
1189,0.0
1190,0.42982456140350733
1191,0.42982456140350733
1192,0.42982456140350733
1193,0.0
1194,0.924528301886786
1195,0.0
1196,0.42982456140350733
1197,0.42982456140350733
1198,0.42982456140350733
1199,0.42982456140350733
1200,0.0
1201,0.6367418605812457
1202,0.0
1203,0.0
1204,0.0
1205,0.0
1206,0.0
1207,0.42982456140350733
1208,0.0
1209,0.09694444444444444
1210,0.0
1211,0.0
1212,0.7903225806451628
1213,0.42982456140350733
1214,0.0
1215,0.42982456140350733
1216,0.0
1217,0.0
1218,0.0
1219,0.0
1220,0.0
1221,0.006932654216185632
1222,0.0
1223,0.5268817204301105
1224,0.0
1225,0.42982456140350733
1226,0.0
1227,0.0
1228,0.0
1229,0.7777777777777729
1230,0.0
1231,0.0
1232,0.0
1233,0.0
1234,0.0
1235,0.0
1236,0.17555555555555555
1237,0.0
1238,0.42982456140350733
1239,0.0
1240,0.0
1241,0.5268817204301105
1242,0.7777777777777729
1243,0.42982456140350733
1244,0.7903225806451628
1245,0.7903225806451628
1246,0.0
1247,0.5268817204301105
1248,0.42982456140350733
1249,0.924528301886786
1250,0.5268817204301105
1251,0.0
1252,0.5268817204301105
1253,0.0
1254,0.0
1255,0.0
1256,0.00980392156862745
1257,0.0
1258,0.0
1259,0.6367418605812457
